Place,HelmName,Fleet,Age,Tally
1,Simon Pettifer,Overall Windsurf,Adult,2
2,Jenna Gibson,Overall Windsurf,Adult,3
3,Scott Harrison,Overall Windsurf,Adult,8
4,Shane Verrion,Overall Windsurf,Adult,69
5,Iain Neary,Overall Windsurf,Adult,11
6,Andy Stuart-William,Overall Windsurf,Adult,42
7,Andrew Twinn,Overall Windsurf,Adult,75
8,Simon Barker,Overall Windsurf,Adult,26
