Place,HelmName,Fleet,Age,Tally
1,Henry Bloodworth,Male Windfoil,Adult,104
2,Michael George,Male Windfoil,Adult,1
3,Garry Connell,Male Windfoil,Adult,19
4,Tim Bate,Male Windfoil,Adult,40
5,Mark Salvage,Male Windfoil,Adult,80
