Sail Number,Title,First Name,Last Name,Craft Type,Age Status,Novice,Professional,Time,Speed (kts)
113,Mr,Rudiger,Lotz,Sailboard,Master,No,Gold Fleet,11/10/2009 10:26,23.49
113,Mr,Rudiger,Lotz,Sailboard,Master,No,Gold Fleet,11/10/2009 11:39,22.35
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 10:57,29.54
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:15,28.87
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:03,28.75
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 12:00,28.61
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:11,28.06
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:20,27.93
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:26,27.84
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:36,27.72
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:18,27.06
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:44,26.34
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:55,26.18
115,Mr,stephen,corps,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:24,26.04
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 10:55,28.07
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:26,27.76
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 14:26,27.53
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:35,26.89
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 13:59,26.88
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:02,26.81
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 10:49,26.72
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:19,26.52
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 13:33,25.95
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:12,25.87
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 13:37,25.78
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 14:04,25.52
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:51,25.44
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 14:33,25.29
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:55,25.22
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 13:42,24.85
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:47,24.76
129,Mr,Tim,Fricke,Sailboard,Neither,No,Neither,11/10/2009 11:43,23.69
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 10:38,26.07
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 13:17,25.81
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 13:11,25.47
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 11:00,25.42
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 14:31,25.23
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 10:54,25.07
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 11:27,25.02
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 10:32,24.79
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 14:36,24.72
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 10:20,24.72
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 10:49,24.58
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 11:18,24.27
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 14:52,24.26
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 11:13,24.24
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 11:08,24.17
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 10:26,24.06
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 11:23,23.6
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 14:46,23.57
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 13:48,22.85
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 11:58,22.7
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 13:06,22.4
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 13:29,21.73
133,Mr,Mark,Briggs,Sailboard,Neither,Yes,Neither,11/10/2009 13:54,21.59
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:17,27.62
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:21,27.36
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:19,27.24
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:27,27.11
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 10:50,26.94
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:14,26.68
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 10:43,26.64
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:35,26.59
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:45,26.58
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:44,26.57
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:29,26.53
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 10:37,26.51
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:07,26.49
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:52,26.26
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 10:58,26.2
140,Mr,Steve,Jones,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:57,25.1
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 10:48,25.31
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 10:58,25.22
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 10:29,24.71
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 11:36,24.42
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 11:25,24.24
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 11:12,24.23
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 14:18,24.1
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 13:43,22.79
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 11:56,22.38
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 14:49,22.32
143,Mr,Charles,Wilson,Sailboard,Neither,No,Neither,11/10/2009 13:52,21.48
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 13:11,24.23
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 11:35,23.99
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 13:50,23.82
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 10:44,23.62
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 13:19,23.51
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 13:30,23.38
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 11:23,23.35
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 10:34,22.48
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 11:48,21.95
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 13:43,21.7
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 10:23,19.9
146,Mr,Will,Giles,Sailboard,Junior,No,Neither,11/10/2009 12:02,2.36
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 14:00,27.61
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 13:17,26.96
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 13:48,26.7
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 13:35,25.87
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 10:48,25.76
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 12:00,25.73
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 14:28,25.67
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 13:43,25.3
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 13:55,25.27
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 14:32,25.13
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 11:03,25.08
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 11:56,25.01
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 10:59,24.72
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 11:24,24.7
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 14:11,24.67
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 11:45,24.65
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 11:16,24.31
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 14:37,23.46
151,Mr,sam,latham,Sailboard,Neither,No,Neither,11/10/2009 13:40,23.37
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:06,28.35
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:58,27.87
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:53,26.92
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:34,26.64
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:12,26.63
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:15,26.13
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:32,26.07
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:25,25.91
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:47,25.67
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 13:52,25.52
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:17,25.45
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:54,24.66
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 14:09,24.42
157,Mr,nigel,spriggs,Sailboard,Neither,No,Gold Fleet,11/10/2009 11:42,24.23
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 10:43,29.47
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 10:53,28.75
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 11:36,28.51
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 11:26,28.49
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 11:05,28.39
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 11:31,28.2
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 13:46,27.99
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 13:12,27.95
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 11:15,27.88
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 10:48,27.87
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 14:53,27.6
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 11:10,27.48
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 14:37,27.39
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 11:20,27.19
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 14:44,26.91
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 13:24,26.8
175,Mr,Robin,Penna,Sailboard,Master,No,Gold Fleet,11/10/2009 13:33,26.22
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 13:17,28.49
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 14:22,27.1
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 13:23,26.54
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 14:32,25.37
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 14:58,24.96
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 14:51,24.89
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 14:41,24.11
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 11:28,21.99
181,Mr,Peter,Martin,Sailboard,Neither,No,Neither,11/10/2009 14:15,1.94
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 10:44,27.69
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 10:54,26.9
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 13:47,26.62
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 10:37,26.44
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 13:28,26.43
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 11:39,26
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 10:50,25.99
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 10:24,25.9
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 10:20,25.86
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 14:01,25.86
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 13:10,25.83
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 13:52,25.72
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 10:28,25.58
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 11:55,25.39
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 10:34,25.09
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 11:48,25.02
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 14:56,24.56
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 13:42,24.31
203,Mr,Dave,Standing,Sailboard,Master,No,Gold Fleet,11/10/2009 14:08,23.53
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 14:03,22.14
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 13:35,21.45
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 14:56,21.14
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 14:12,21.13
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 14:20,21.05
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 14:28,20.37
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 11:39,20.36
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 13:55,20.34
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 11:16,20.06
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 13:47,19.82
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 11:55,19.37
206,Mr,martin,allman,Sailboard,Master,No,Neither,11/10/2009 11:45,19.15
210,Mr,Gavin,Nicholson,Sailboard,Neither,Yes,Neither,11/10/2009 14:38,25.24
210,Mr,Gavin,Nicholson,Sailboard,Neither,Yes,Neither,11/10/2009 14:55,25.05
210,Mr,Gavin,Nicholson,Sailboard,Neither,Yes,Neither,11/10/2009 13:12,24.96
210,Mr,Gavin,Nicholson,Sailboard,Neither,Yes,Neither,11/10/2009 14:32,24.54
210,Mr,Gavin,Nicholson,Sailboard,Neither,Yes,Neither,11/10/2009 10:43,23.93
210,Mr,Gavin,Nicholson,Sailboard,Neither,Yes,Neither,11/10/2009 10:35,23.73
210,Mr,Gavin,Nicholson,Sailboard,Neither,Yes,Neither,11/10/2009 14:20,22.91
210,Mr,Gavin,Nicholson,Sailboard,Neither,Yes,Neither,11/10/2009 13:17,22.54
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 14:00,23.01
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 14:51,22.49
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 13:26,22.37
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 13:44,22.26
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 14:19,22.16
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 14:43,22.01
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 10:36,21.91
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 11:13,21.09
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 14:34,20.87
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 11:29,20.81
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 11:02,20.64
248,Mr,MArcus,Partridge,Sailboard,Neither,No,Neither,11/10/2009 11:50,19.56
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 13:08,25.93
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 14:26,25.82
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 14:16,25.14
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 13:18,24.94
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 14:53,24.92
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 14:42,24.51
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 13:56,24.3
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 10:36,23.94
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 11:32,23.26
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 10:50,23.26
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 11:10,23.18
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 11:01,23.09
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 11:57,22.26
292,Mr,Nic,Dodd,Sailboard,Neither,No,Neither,11/10/2009 11:46,22.11
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 13:20,28.05
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 14:24,27.08
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 14:55,26.92
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 10:56,26.74
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 14:30,26.22
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 11:11,26.02
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 14:38,26
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 11:04,25.93
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 11:40,25.91
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 11:33,25.83
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 11:21,25.28
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 13:27,25.13
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 10:38,24.83
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 11:51,24.48
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 13:46,24.21
328,Mr,Adrian,Wallis,Sailboard,Master,No,Gold Fleet,11/10/2009 13:14,2.03
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 11:34,25.3
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 14:24,24.54
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 14:14,23.99
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 14:34,23.5
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 11:09,23.34
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 11:27,23.08
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 14:51,22.32
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 13:22,21.92
329,Mr,Mark,Collins,Sailboard,Master,No,Neither,11/10/2009 13:53,4.14
330,Mr,ALISTAIR,WILLIAMS,Sailboard,Master,No,Neither,11/10/2009 11:35,23.71
330,Mr,ALISTAIR,WILLIAMS,Sailboard,Master,No,Neither,11/10/2009 14:54,22.77
330,Mr,ALISTAIR,WILLIAMS,Sailboard,Master,No,Neither,11/10/2009 14:37,22.65
330,Mr,ALISTAIR,WILLIAMS,Sailboard,Master,No,Neither,11/10/2009 14:19,22.6
330,Mr,ALISTAIR,WILLIAMS,Sailboard,Master,No,Neither,11/10/2009 11:44,19.26
330,Mr,ALISTAIR,WILLIAMS,Sailboard,Master,No,Neither,11/10/2009 13:56,19.08
343,Mr,andrew,robinson,Sailboard,Junior,No,Neither,11/10/2009 11:59,21.49
343,Mr,andrew,robinson,Sailboard,Junior,No,Neither,11/10/2009 11:33,20.85
343,Mr,andrew,robinson,Sailboard,Junior,No,Neither,11/10/2009 11:19,20.55
343,Mr,andrew,robinson,Sailboard,Junior,No,Neither,11/10/2009 10:59,20.32
343,Mr,andrew,robinson,Sailboard,Junior,No,Neither,11/10/2009 11:49,20.22
343,Mr,andrew,robinson,Sailboard,Junior,No,Neither,11/10/2009 13:46,20.03
343,Mr,andrew,robinson,Sailboard,Junior,No,Neither,11/10/2009 13:37,18.77
349,Mr,Bruno,Warner,Sailboard,Master,No,Neither,11/10/2009 11:07,21.91
349,Mr,Bruno,Warner,Sailboard,Master,No,Neither,11/10/2009 11:24,21.34
353,Mr,paul,robinson,Sailboard,Master,No,Neither,11/10/2009 10:51,24.05
353,Mr,paul,robinson,Sailboard,Master,No,Neither,11/10/2009 11:43,22.99
353,Mr,paul,robinson,Sailboard,Master,No,Neither,11/10/2009 13:30,22.64
353,Mr,paul,robinson,Sailboard,Master,No,Neither,11/10/2009 10:32,22.62
353,Mr,paul,robinson,Sailboard,Master,No,Neither,11/10/2009 10:25,22.21
353,Mr,paul,robinson,Sailboard,Master,No,Neither,11/10/2009 11:12,22.2
353,Mr,paul,robinson,Sailboard,Master,No,Neither,11/10/2009 11:38,22.1
353,Mr,paul,robinson,Sailboard,Master,No,Neither,11/10/2009 11:52,21.62
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 11:28,26.78
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 10:44,26.48
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 10:35,26.09
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 11:11,25.97
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 13:25,25.75
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 11:44,25.54
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 13:08,25.43
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 11:39,25.38
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 13:57,25.01
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 13:20,24.62
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 13:32,24.35
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 13:45,24.01
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 14:40,23.05
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 14:47,22.66
358,Mr,Gerard,Northwood,Sailboard,Master,No,Gold Fleet,11/10/2009 14:53,22.53
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 13:05,24.43
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 14:00,24.36
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 13:13,24.17
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 11:31,23.74
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 11:53,23.61
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 11:03,23.45
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 11:23,23.4
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 13:49,23.35
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 14:11,23.29
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 13:24,23.22
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 11:45,23.17
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 14:46,23.08
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 13:33,23.07
420,Mr,Chris,Etchells,Sailboard,Neither,Yes,Neither,11/10/2009 14:56,22.45
425,Mr,Sam,Jenkins,Sailboard,Junior,No,Gold Fleet,11/10/2009 10:59,23.01
