Name,Sail Number,Time,Wind Start,Wind Finish,Speed (kts)
Mike Pearce,9,13:07:29,15,0,21.6
Mike Pearce,9,14:26:25,17,16,21.1
Mike Pearce,9,12:54:07,12,0,20.71
Mike Pearce,9,13:19:55,11,0,20.12
Ian Hill,14,16:02:47,0,13,22.76
Ian Hill,14,13:13:45,19,0,21.1
Ian Hill,14,14:01:07,0,14,17.83
Ian Hill,14,13:06:37,14,0,10.92
Ian Hill,14,14:21:13,14,16,4.65
Ian Hill,14,15:48:21,0,14,2.9
Ian Hill,14,15:27:42,0,10,0.29
Stephen Corps,15,13:13:18,11,0,21.67
Stephen Corps,15,13:08:30,11,0,2.9
James Paine,17,15:50:33,0,13,24.49
James Paine,17,15:58:07,0,11,23.77
James Paine,17,16:10:13,0,11,23.77
James Paine,17,16:02:52,0,16,23.65
James Paine,17,15:46:16,0,13,21
James Paine,17,16:17:20,0,14,2.34
James Paine,17,14:03:32,0,10,1.97
James Paine,17,14:27:40,14,13,1.18
David Garrel,22,15:01:31,0,11,28.21
David Garrel,22,15:05:53,0,11,27.64
David Garrel,22,16:10:03,15,15,26.76
David Garrel,22,15:34:58,15,13,26.72
David Garrel,22,13:12:11,16,0,26.56
David Garrel,22,14:55:43,0,9,26.48
David Garrel,22,15:12:20,0,11,26.48
David Garrel,22,15:49:02,15,11,25.64
David Garrel,22,14:14:36,13,11,24.66
David Garrel,22,14:33:54,15,11,24.64
David Garrel,22,12:57:39,18,0,24.6
David Garrel,22,13:50:23,0,13,23.77
David Garrel,22,16:04:48,15,9,23.77
David Garrel,22,16:16:51,15,15,5.24
David Garrel,22,14:09:15,0,17,3.12
Trevor Funnell,24,14:30:47,18,8,21.78
Trevor Funnell,24,12:53:17,14,0,17.94
Trevor Funnell,24,13:08:43,12,0,17.53
Trevor Funnell,24,14:14:06,14,12,0.29
Trevor Watford,27,15:51:33,0,12,22.39
Trevor Watford,27,14:00:21,0,15,21.54
Trevor Watford,27,14:18:22,12,10,21.49
Trevor Watford,27,16:01:42,0,14,21.28
Trevor Watford,27,16:11:20,0,13,21.26
Trevor Watford,27,15:56:20,0,12,21.09
Trevor Watford,27,14:29:22,14,11,20.28
Trevor Watford,27,16:17:26,0,13,20.08
Trevor Watford,27,14:38:25,14,9,19.41
Trevor Watford,27,14:57:38,0,11,19.2
Trevor Watford,27,15:47:21,0,15,17.34
Trevor Watford,27,15:29:05,16,12,14.51
David Barnard,28,14:04:22,0,13,22.03
David Barnard,28,13:12:04,18,0,21.57
David Barnard,28,14:24:07,15,14,21.28
David Barnard,28,16:04:26,0,11,20.78
David Barnard,28,13:44:15,0,12,20.05
David Barnard,28,13:35:25,14,0,19.47
David Barnard,28,13:30:20,13,0,18.37
David Barnard,28,14:14:45,14,10,6.88
Simon Hinkley,40,13:06:42,15,0,11.53
Simon Hinkley,40,13:43:42,12,12,1.05
Tony Attfield,46,15:02:40,0,13,25.34
Tony Attfield,46,14:53:46,0,15,25.02
Tony Attfield,46,16:05:15,13,15,24.57
Tony Attfield,46,13:10:59,14,0,24.33
Tony Attfield,46,16:15:07,13,13,23.97
Tony Attfield,46,15:07:30,0,14,23.8
Tony Attfield,46,13:22:11,11,0,23.49
Tony Attfield,46,15:55:24,13,9,23.36
Tony Attfield,46,13:03:05,17,0,22.7
Tony Attfield,46,15:10:54,0,13,22.48
Tony Attfield,46,16:11:36,13,10,22.27
Tony Attfield,46,12:56:13,16,0,22.02
Tony Attfield,46,15:15:14,0,13,20.57
Tony Attfield,46,13:19:11,11,0,20.38
Tony Attfield,46,13:33:05,14,0,20.28
Tony Attfield,46,14:03:35,0,13,16.59
Tony Attfield,46,15:59:46,13,13,14.83
Tony Attfield,46,14:59:11,0,10,13.34
Tony Attfield,46,15:25:34,13,12,6.58
Tony Attfield,46,14:38:11,14,13,2.32
Dan Ellis,52,15:34:42,17,12,28.76
Dan Ellis,52,15:50:02,17,12,28.58
Dan Ellis,52,13:03:48,11,0,27.5
Dan Ellis,52,16:13:59,17,14,27.34
Dan Ellis,52,15:59:21,17,12,27.13
Dan Ellis,52,12:57:24,11,0,27.09
Dan Ellis,52,15:11:50,0,12,26.72
Dan Ellis,52,15:54:46,17,11,26.56
Dan Ellis,52,13:11:04,15,0,26.16
Dan Ellis,52,14:22:04,15,13,25.9
Dan Ellis,52,14:33:46,16,9,25.82
Dan Ellis,52,13:51:12,0,8,25.71
Dan Ellis,52,15:44:18,17,8,24.46
Dan Ellis,52,13:43:36,0,6,24.25
Richard Holgate,53,16:17:34,0,14,22.28
Richard Holgate,53,13:09:43,16,0,21.46
Nick Scott,55,14:54:31,0,12,25.3
Nick Scott,55,15:01:54,0,15,25.19
Nick Scott,55,15:55:56,0,14,25.05
Nick Scott,55,16:03:31,0,16,24.33
Nick Scott,55,16:16:11,0,13,24.06
Nick Scott,55,13:48:45,0,10,23.77
Nick Scott,55,13:42:16,0,14,23.7
Nick Scott,55,16:07:26,0,14,23.68
Nick Scott,55,13:23:37,13,0,23.68
Nick Scott,55,15:08:31,0,14,23.03
Nick Scott,55,14:33:11,18,13,22.94
Nick Scott,55,13:00:15,17,0,22.82
Nick Scott,55,13:15:04,16,0,17.99
Nick Scott,55,14:28:40,18,9,16.12
Nick Scott,55,13:19:22,10,0,11.36
Nick Scott,55,13:37:13,12,0,3.2
Nick Scott,55,15:49:48,0,13,0.44
Keith Atkinson,56,13:45:55,0,12,28.21
Keith Atkinson,56,14:05:22,0,14,26.43
Keith Atkinson,56,14:30:25,16,12,26.12
Keith Atkinson,56,13:20:53,12,0,25.86
Keith Atkinson,56,14:25:19,14,10,25.56
Keith Atkinson,56,16:13:18,0,13,25.49
Keith Atkinson,56,13:57:51,0,16,25.41
Keith Atkinson,56,13:53:58,0,14,25.3
Keith Atkinson,56,13:05:40,13,0,24.91
Keith Atkinson,56,13:01:47,16,0,24.7
Keith Atkinson,56,14:14:43,18,15,24.09
Keith Atkinson,56,13:35:33,14,0,23.68
Keith Atkinson,56,16:17:37,0,15,23.4
Keith Atkinson,56,15:47:11,0,13,22.71
Keith Atkinson,56,15:44:06,0,11,22.25
Keith Atkinson,56,13:17:12,12,0,20.88
Keith Atkinson,56,13:40:05,0,13,7.67
