Name,Sail Number,Time,Wind Start,Wind Finish,Speed (kts)
Bob Date,458,13:52:09,11,13,8.86
Bob Date,458,14:04:22,11,10,8.94
Bob Date,458,14:14:53,11,10,6.72
Bob Date,458,14:31:31,11,11,5.04
Bob Date,458,14:43:26,9,8,5.61
Bob Date,458,14:56:19,9,6,5.17
Bob Date,458,15:25:00,9,6,8.2
Bob Date,458,15:36:28,9,7,6.86
Bob Date,458,15:46:30,9,8,9.14
Bob Date,458,15:55:35,13,10,9.18
Bob Date,458,16:05:50,10,9,9.3
Bob Date,458,16:27:41,7,7,7.76
John Fildes,467,13:43:36,10,12,12.64
John Fildes,467,14:03:05,11,10,12.55
John Fildes,467,14:23:52,11,8,9.56
Tony Ireland,480,14:25:17,0,9,16.58
Tony Ireland,480,14:35:59,0,9,15.14
Tony Ireland,480,14:47:44,10,6,16.06
Tony Ireland,480,15:07:16,9,7,14.83
Tony Ireland,480,15:23:16,0,5,16.02
John Peperell,504,15:10:41,0,9,7.86
John Peperell,504,15:36:13,0,7,7.95
John Peperell,504,15:44:49,0,9,8.42
John Peperell,504,15:51:37,0,8,8.99
John Peperell,504,15:57:32,10,10,9
John Peperell,504,16:04:28,7,9,7.57
Tony Morris,604,15:57:07,8,9,17
David Williams,612,13:24:55,0,6,10.78
Ludo Brockway,616,13:25:01,10,8,14.28
Ludo Brockway,616,13:38:02,11,17,22.26
Mathew Burridge,666,13:36:57,11,14,15.9
Zara Davis,731,14:53:38,0,7,4.03
Simon Olley,953,13:32:51,12,9,18.95
Simon Olley,953,13:38:36,12,13,20.45
Simon Olley,953,14:06:10,13,8,20.13
