Name,Sail Number,Time,Wind Start,Wind Finish,Speed (kts)
Ian Hill,14,11:41:26,0,8,11.24
Ian Hill,14,13:56:26,10,10,18.16
Ian Hill,14,14:08:25,12,10,19.53
Ian Hill,14,14:15:11,8,7,16.2
Ian Hill,14,14:29:15,8,8,14.32
James Paine,17,14:47:02,11,9,5
James Paine,17,15:06:26,11,10,4.12
James Paine,17,15:23:27,11,4,4.11
James Paine,17,15:41:16,11,7,4.12
James Paine,17,15:53:05,9,8,4.46
James Paine,17,16:04:42,10,8,4.24
James Paine,17,16:18:04,11,5,3.92
David Garrel,22,13:52:34,13,11,22.79
David Garrel,22,13:59:04,11,10,21.84
David Garrel,22,14:02:57,13,10,20.05
David Garrel,22,14:14:26,11,9,19.07
David Garrel,22,14:35:18,11,8,17.91
Barry Mason,23,15:39:18,11,9,13.52
Barry Mason,23,15:58:00,10,10,15.32
Barry Mason,23,16:10:31,9,7,11.49
Trevor Watford,27,15:28:53,0,4,4.49
Trevor Watford,27,15:49:07,0,9,4.91
Trevor Watford,27,16:15:33,9,8,4.35
Clive Ellis,51,13:33:49,15,8,13.75
Clive Ellis,51,14:00:04,12,10,13.5
Nick Scott,55,14:26:15,0,10,19.02
Nick Scott,55,14:33:26,0,7,17.37
Nick Scott,55,15:22:48,0,8,17.09
Allan Cross,68,14:24:46,0,11,18.28
Allan Cross,68,14:32:21,0,6,19.17
Allan Cross,68,14:42:16,9,7,18.4
Allan Cross,68,14:49:26,0,7,17.67
Allan Cross,68,15:07:05,0,8,16.97
Allan Cross,68,15:27:51,0,4,15.97
Gareth Baker,69,14:12:37,0,8,18.41
Gareth Baker,69,14:18:46,0,8,16.82
Gareth Baker,69,14:27:00,10,11,2.14
Gareth Baker,69,14:33:00,10,6,17.77
Gareth Baker,69,14:43:03,8,8,13.17
Gareth Baker,69,14:57:04,8,7,17.09
Gareth Baker,69,15:07:22,8,9,15.95
Gareth Baker,69,15:18:13,6,9,13.65
Gareth Baker,69,15:24:23,8,10,16.54
David Temple,77,14:45:13,8,8,5.92
John Morrish,80,13:34:53,14,8,11.1
Stephen Walker,84,11:57:08,10,10,5.77
Stephen Walker,84,12:20:49,8,8,5.69
Stephen Walker,84,13:26:21,9,6,7.55
Stephen Walker,84,13:44:10,19,11,1.76
Stephen Walker,84,14:02:28,13,12,11.37
Stephen Walker,84,14:09:44,11,12,10.36
Stephen Walker,84,14:19:39,11,8,8.4
Stephen Walker,84,14:35:55,11,8,9.02
Stephen Walker,84,14:56:31,11,5,8.95
Stephen Walker,84,15:06:48,11,8,8.18
Stephen Walker,84,15:27:56,11,5,7.15
Stephen Walker,84,15:36:37,11,8,7.81
Simon Maguire,86,15:25:17,0,9,11.92
Simon Maguire,86,15:33:16,0,7,12.35
Simon Maguire,86,15:41:47,0,5,13.08
Simon Maguire,86,15:53:53,9,11,12.25
Simon Maguire,86,16:02:36,10,8,12.3
Simon Maguire,86,16:10:08,9,9,9.88
Torix Bennett,101,14:07:39,12,13,6.42
Torix Bennett,101,14:13:19,12,11,7.89
Torix Bennett,101,14:19:37,8,9,4.32
Paul Morris,111,12:28:43,12,7,18.86
Paul Morris,111,13:27:40,12,6,15.54
Paul Morris,111,13:34:25,12,7,19.68
Paul Morris,111,13:41:55,12,11,18.93
Paul Morris,111,13:45:58,12,11,18.81
Paul Morris,111,13:49:42,10,8,19.29
Paul Morris,111,13:53:07,10,12,18.95
Nigel Spriggs,118,14:04:28,10,11,18.25
Nigel Spriggs,118,14:11:35,11,7,15.28
SeaCart 30 Team,123,13:36:07,17,11,17.38
SeaCart 30 Team,123,13:42:41,17,12,17.24
SeaCart 30 Team,123,13:49:20,12,12,17.7
SeaCart 30 Team,123,13:55:27,10,5,17.35
Steve Mather,134,13:34:46,0,10,8.28
Charles Thompson,138,16:23:52,11,4,3.32
Joddy Chapman,141,14:28:53,0,6,15
Joddy Chapman,141,14:37:11,12,9,14.08
Joddy Chapman,141,14:55:12,6,6,13.32
Joddy Chapman,141,15:03:57,0,8,13.92
Joddy Chapman,141,15:10:59,0,7,14.05
Joddy Chapman,141,15:18:49,12,6,14.23
Joddy Chapman,141,15:26:25,0,7,14.32
Joddy Chapman,141,15:34:46,0,9,15.23
Joddy Chapman,141,15:42:39,0,6,15.11
Joddy Chapman,141,15:54:17,11,10,16.16
Joddy Chapman,141,16:01:28,9,9,15.54
Joddy Chapman,141,16:09:26,9,7,14.88
Sean Carroll,171,14:36:39,0,5,3.98
Sean Carroll,171,14:54:21,0,7,5.27
Pete Martin,181,14:00:54,15,11,16.5
Pete Martin,181,14:07:29,15,11,17.14
David Goodrich,197,14:48:11,0,6,5.69
Ian Grounds,276,16:23:16,10,7,4.05
Mike Coombes,332,11:53:04,12,8,4.86
Mike Coombes,332,14:20:49,0,5,4.84
Mike Coombes,332,14:43:14,11,69,7.39
Mike Coombes,332,15:00:51,9,10,4.92
Bob Date,458,13:34:43,17,6,9.58
Bob Date,458,13:43:39,11,14,5.93
