Place,HelmName,Fleet,Age,Tally
1,Richard Hobson,Male Wingboard,Adult,4
2,Rod Dickinson,Male Wingboard,Adult,29
3,Andrew Collenette,Male Wingboard,Adult,68
4,Oscar Dempsey,Male Wingboard,Youth,104
5,Gary Nichols,Male Wingboard,Adult,19
6,Nick Barrett,Male Wingboard,Adult,97
7,Peter Mallett,Male Wingboard,Adult,54
8,John-Paul Standish,Male Wingboard,Adult,2
