Name,Sail Number,Time,Wind Start,Wind Finish,Speed (kts)
Torix Bennett,101,13:35:26,9,0,5.98
Torix Bennett,101,14:25:48,0,0,4.51
Nigel Spriggs,118,15:41:52,10,0,4.3
Nigel Spriggs,118,14:27:58,8,0,4.22
Andrew Penhaligon,119,12:30:11,11,0,18.88
Andrew Penhaligon,119,16:38:17,10,0,16.17
Andrew Penhaligon,119,12:54:48,9,0,14.29
Andrew Penhaligon,119,13:42:27,11,0,7.05
Joddy Chapman,141,15:59:58,9,0,15.71
Joddy Chapman,141,16:07:22,8,0,14.88
Joddy Chapman,141,16:14:44,8,0,14.74
Joddy Chapman,141,12:58:14,10,0,14.65
Joddy Chapman,141,12:20:39,11,0,14.45
Joddy Chapman,141,13:14:51,7,0,13.97
Joddy Chapman,141,13:07:53,9,0,13.75
Joddy Chapman,141,15:38:43,10,0,13.73
Joddy Chapman,141,12:27:19,11,0,13.69
Joddy Chapman,141,16:22:30,10,0,13.25
Joddy Chapman,141,12:48:13,7,0,13.03
Charles Wilson,143,13:19:44,9,0,4.77
Charles Wilson,143,12:51:31,8,0,4.01
Charles Wilson,143,13:07:41,8,0,3.86
Dan Simpson,323,12:38:24,11,0,19.94
Dan Simpson,323,15:57:05,12,0,19.73
Dan Simpson,323,15:52:07,10,0,19.55
Dan Simpson,323,14:43:56,8,0,19.04
Dan Simpson,323,15:43:06,11,0,18.92
Dan Simpson,323,13:01:19,8,0,18.38
Dan Simpson,323,14:56:31,9,0,18.34
Dan Simpson,323,16:32:53,9,0,18.06
Dan Simpson,323,16:10:15,11,0,17.98
Dan Simpson,323,12:24:13,9,0,17.93
Dan Simpson,323,16:39:31,12,0,17.91
Dan Simpson,323,16:15:34,10,0,17.72
Dan Simpson,323,15:37:42,11,0,17.6
Dan Simpson,323,15:47:59,10,0,17.56
Dan Simpson,323,16:02:03,9,0,17.25
Dan Simpson,323,14:26:00,10,0,16.71
Dan Simpson,323,14:29:33,8,0,16.7
Dan Simpson,323,12:33:13,9,0,16.68
Dan Simpson,323,12:29:25,7,0,16.49
Dan Simpson,323,14:36:36,8,0,16.2
Dan Simpson,323,16:26:23,10,0,16.11
Dan Simpson,323,12:52:50,9,0,14.05
Alex Adams,406,12:36:52,12,0,16.27
Alex Adams,406,15:37:57,10,0,15.28
Alex Adams,406,12:24:37,10,0,14.77
Alex Adams,406,12:44:34,10,0,14.56
Alex Adams,406,12:58:51,9,0,14.4
Alex Adams,406,12:51:32,9,0,14.36
Alex Adams,406,13:11:36,8,0,11.68
Neil Hardwick,413,15:29:33,10,0,19.11
Neil Hardwick,413,15:50:07,10,0,17.76
Neil Hardwick,413,14:44:15,10,0,17.23
Neil Hardwick,413,15:58:10,9,0,16.85
Neil Hardwick,413,14:34:59,8,0,7.39
Neil Hardwick,413,14:21:42,7,0,6.4
Bob Date,458,13:28:12,8,0,5.76
Bob Date,458,13:18:34,9,0,5.35
Bob Date,458,13:38:18,11,0,5.26
John Fildes,467,12:17:10,9,0,15.41
John Fildes,467,12:23:08,8,0,14.03
John Fildes,467,12:11:30,9,0,13.18
John Fildes,467,12:38:20,8,0,11.54
John Fildes,467,12:04:47,5,0,8.51
Sam Gooch,567,15:49:42,11,0,19.2
Sam Gooch,567,13:18:59,11,0,15.9
Sam Gooch,567,12:53:47,8,0,4.91
Tony Morris,604,14:37:07,10,0,18.14
Tony Morris,604,16:31:52,10,0,18.04
Tony Morris,604,16:10:39,10,0,17.69
Tony Morris,604,14:18:03,7,0,15.91
Tony Morris,604,13:36:43,6,0,2.55
Tony Morris,604,15:30:10,0,0,0.45
Michael Pacey,622,14:28:08,9,0,13.95
Duncan Adam,863,14:48:31,11,0,4.8
Duncan Adam,863,14:32:08,11,0,4.45
David Tuttlebee,888,15:35:08,9,0,16.32
David Tuttlebee,888,14:59:32,11,0,15.72
David Tuttlebee,888,13:20:49,10,0,15.04
David Tuttlebee,888,16:40:48,10,0,14.47
David Tuttlebee,888,13:09:06,8,0,11.03
David Tuttlebee,888,13:43:12,10,0,9.11
David Tuttlebee,888,14:43:14,11,0,8.95
David Tuttlebee,888,16:05:57,12,0,6.14
