Place,HelmName,Fleet,Age,Tally
1,Michael George,Male Sailboard,Adult,39
2,Garry Connell,Male Sailboard,Adult,41
3,Simon Pettifer,Male Sailboard,Adult,7
4,Tim Bate,Male Sailboard,Adult,31
5,Scott Norman,Male Sailboard,Youth,81
6,Scott Harrison,Male Sailboard,Adult,32
7,Nic Dodd,Male Sailboard,Adult,27
8,Andrew Twinn,Male Sailboard,Adult,25
9,Iain Neary,Male Sailboard,Adult,75
10,Andy Stuart-William,Male Sailboard,Adult,22
11,Simon Barker,Male Sailboard,Adult,44
