Sail Number,Finish Time,Speed,Course Length,First Name,Last Name,Craft
841,07/10/2008 10:37,12.32,524,Par,Hakansson,Sailboard
841,07/10/2008 16:32,5.42,590,Par,Hakansson,Sailboard
873,07/10/2008 14:05,26.55,590,Lance,Newbery,Sailboard
873,07/10/2008 14:39,25.54,590,Lance,Newbery,Sailboard
873,07/10/2008 14:47,25.05,590,Lance,Newbery,Sailboard
873,07/10/2008 14:18,24.83,590,Lance,Newbery,Sailboard
873,07/10/2008 14:59,23.89,590,Lance,Newbery,Sailboard
873,07/10/2008 11:37,23.52,524,Lance,Newbery,Sailboard
873,07/10/2008 14:24,23.25,590,Lance,Newbery,Sailboard
888,07/10/2008 14:00,25.97,590,Michael,George,Sailboard
888,07/10/2008 14:08,25.60,590,Michael,George,Sailboard
888,07/10/2008 11:49,25.04,524,Michael,George,Sailboard
888,07/10/2008 15:55,24.85,590,Michael,George,Sailboard
888,07/10/2008 14:13,24.70,590,Michael,George,Sailboard
888,07/10/2008 14:18,24.67,590,Michael,George,Sailboard
888,07/10/2008 14:22,24.55,590,Michael,George,Sailboard
888,07/10/2008 14:03,24.33,590,Michael,George,Sailboard
888,07/10/2008 14:27,24.00,590,Michael,George,Sailboard
888,07/10/2008 14:42,23.87,590,Michael,George,Sailboard
888,07/10/2008 11:25,23.34,524,Michael,George,Sailboard
888,07/10/2008 11:03,23.11,524,Michael,George,Sailboard
888,07/10/2008 14:53,22.96,590,Michael,George,Sailboard
888,07/10/2008 10:55,22.91,524,Michael,George,Sailboard
888,07/10/2008 10:44,22.86,524,Michael,George,Sailboard
888,07/10/2008 15:01,22.83,590,Michael,George,Sailboard
888,07/10/2008 11:39,22.47,524,Michael,George,Sailboard
888,07/10/2008 13:44,20.86,590,Michael,George,Sailboard
888,07/10/2008 14:34,19.31,590,Michael,George,Sailboard
888,07/10/2008 15:48,16.84,590,Michael,George,Sailboard
888,07/10/2008 15:44,12.78,590,Michael,George,Sailboard
888,07/10/2008 16:13,8.67,590,Michael,George,Sailboard
888,07/10/2008 14:57,3.84,590,Michael,George,Sailboard
888,07/10/2008 16:02,2.50,590,Michael,George,Sailboard
888,07/10/2008 13:55,1.55,590,Michael,George,Sailboard
909,07/10/2008 10:40,28.91,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 13:57,28.10,590,Thomas,GAUDIOT,Sailboard
909,07/10/2008 10:35,28.09,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 13:51,27.93,590,Thomas,GAUDIOT,Sailboard
909,07/10/2008 10:56,27.76,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 11:17,27.61,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 11:07,27.29,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 14:05,27.19,590,Thomas,GAUDIOT,Sailboard
909,07/10/2008 11:23,27.13,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 11:01,26.82,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 11:13,26.64,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 14:47,26.45,590,Thomas,GAUDIOT,Sailboard
909,07/10/2008 12:00,25.88,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 11:29,24.83,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 10:51,24.47,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 14:25,23.72,590,Thomas,GAUDIOT,Sailboard
909,07/10/2008 12:02,5.72,524,Thomas,GAUDIOT,Sailboard
909,07/10/2008 14:55,2.22,590,Thomas,GAUDIOT,Sailboard
917,07/10/2008 14:24,6.38,590,Florian,Hildebrand,Sailboard
917,07/10/2008 14:50,0.67,590,Florian,Hildebrand,Sailboard
