Place,HelmName,Fleet,Age,Tally
1,Rafferty Read,Overall Wingfoil,Adult,95
2,Denis Gordo,Overall Wingfoil,Adult,62
3,Andrew Collenette,Overall Wingfoil,Adult,55
4,Rod Dickinson,Overall Wingfoil,Adult,31
5,Jon Nichols,Overall Wingfoil,Adult,44
6,Anna Collenette,Overall Wingfoil,Adult,22
7,Nick Barrett,Overall Wingfoil,Adult,38
8,Kate Rogers,Overall Wingfoil,Adult,41
