Place,HelmName,Fleet,Age,Tally
1,Scotty Stallman,Overall Windfoil,Adult,89
2,Jenna Gibson,Overall Windfoil,Adult,3
3,Michael George,Overall Windfoil,Adult,1
4,Garry Connell,Overall Windfoil,Adult,19
5,Tim Bate,Overall Windfoil,Adult,40
6,Eddie Marsh,Overall Windfoil,Adult,49
