Place,HelmName,Fleet,Age,Tally
1,Simon Pettifer,Male Windsurf,Adult,2
2,Jonathan Ingram,Male Windsurf,Adult,57
3,John Oliver,Male Windsurf,Adult,50
4,Mark Ingram,Male Windsurf,Adult,56
5,Scott Harrison,Male Windsurf,Adult,8
6,George Fulton,Male Windsurf,Adult,9
7,Scott Norman,Male Windsurf,Adult,51
8,Andrew Twinn,Male Windsurf,Adult,75
9,Iain Neary,Male Windsurf,Adult,11
