Place,HelmName,Fleet,Age,Tally
1,Simon Pettifer,Male Windsurf,Adult,2
2,Iain Neary,Male Windsurf,Adult,11
3,Mark Palmer,Male Windsurf,Adult,48
4,Shane Verrion,Male Windsurf,Adult,69
5,Jonathan Ingram,Male Windsurf,Adult,57
6,Mark Ingram,Male Windsurf,Adult,56
7,Scott Harrison,Male Windsurf,Adult,8
8,Andrew Twinn,Male Windsurf,Adult,75
9,Simon Barker,Male Windsurf,Adult,26
