Place,HelmName,Fleet,Age,Tally
1,Michael George,Overall Windfoil,Adult,1
2,Garry Connell,Overall Windfoil,Adult,19
3,Tim Bate,Overall Windfoil,Adult,40
4,Mark Salvage,Overall Windfoil,Adult,80
