Place,HelmName,Fleet,Age,Tally
1,Rafferty Read,Male Wingfoil,Adult,95
2,Denis Gordo,Male Wingfoil,Adult,62
3,Jon Nichols,Male Wingfoil,Adult,44
4,Andrew Collenette,Male Wingfoil,Adult,55
5,Richard Hobson,Male Wingfoil,Adult,92
6,Chris Cunningham,Male Wingfoil,Adult,59
7,Nick Barrett,Male Wingfoil,Adult,38
8,Jez Milne,Male Wingfoil,Adult,28
