Place,HelmName,Fleet,Age,Tally
1,Rafferty Read,Overall Wingfoil,Adult,95
2,Denis Gordo,Overall Wingfoil,Adult,62
3,Jon Nichols,Overall Wingfoil,Adult,44
4,Andrew Collenette,Overall Wingfoil,Adult,55
5,Richard Hobson,Overall Wingfoil,Adult,92
6,Chris Cunningham,Overall Wingfoil,Adult,59
7,Nick Barrett,Overall Wingfoil,Adult,38
8,Jez Milne,Overall Wingfoil,Adult,28
9,Kate Rogers,Overall Wingfoil,Adult,41
