Place,HelmName,Fleet,Age,Tally
1,Rafferty Read,Overall Wingfoil,Adult,95
2,Andrew Collenette,Overall Wingfoil,Adult,55
3,Jez Milne,Overall Wingfoil,Adult,28
4,Kate Rogers,Overall Wingfoil,Adult,41
