Place,HelmName,Fleet,Age,Tally
1,John Oliver,Overall Windsurf,Adult,50
2,Jonathan Ingram,Overall Windsurf,Adult,57
3,Mark Salvage,Overall Windsurf,Adult,80
4,Simon Pettifer,Overall Windsurf,Adult,2
5,Simon Barker,Overall Windsurf,Adult,26
