Place,HelmName,Fleet,Age,Tally
1,Simon Pettifer,Overall Windsurf,Adult,2
2,Shane Verrion,Overall Windsurf,Adult,69
3,Jonathan Ingram,Overall Windsurf,Adult,57
4,Mark Palmer,Overall Windsurf,Adult,48
5,Scott Norman,Overall Windsurf,Adult,51
6,Scott Harrison,Overall Windsurf,Adult,8
7,Will Trossell,Overall Windsurf,Adult,32
8,Iain Neary,Overall Windsurf,Adult,11
9,Jim Crossley,Overall Windsurf,Adult,29
10,Andrew Twinn,Overall Windsurf,Adult,75
11,Simon Barker,Overall Windsurf,Adult,26
