Place,HelmName,Fleet,Age,Tally
1,John Oliver,Male Windsurf,Adult,50
2,Jonathan Ingram,Male Windsurf,Adult,57
3,Mark Salvage,Male Windsurf,Adult,80
4,Simon Pettifer,Male Windsurf,Adult,2
5,Simon Barker,Male Windsurf,Adult,26
