Place,HelmName,Fleet,Age,Tally
1,Rafferty Read,Male Wingfoil,Adult,95
2,Denis Gordo,Male Wingfoil,Adult,62
3,Rod Dickinson,Male Wingfoil,Adult,31
4,Oscar Dempsey,Male Wingfoil,Youth,99
5,Fin Bernie,Male Wingfoil,Youth,34
6,Andrew Collenette,Male Wingfoil,Adult,55
7,Chris Cunningham,Male Wingfoil,Adult,59
8,Jon Nichols,Male Wingfoil,Adult,44
9,Andy Stuart-William,Male Wingfoil,Adult,42
10,Nick Barrett,Male Wingfoil,Adult,38
