Place,HelmName,Fleet,Age,Tally
1,Richard Hobson,Male Wingboard,Adult,4
2,Nick Barrett,Male Wingboard,Adult,97
3,Ben Robbins,Male Wingboard,Adult,67
4,Peter Mallett,Male Wingboard,Adult,54
