Place,HelmName,Fleet,Age,Tally
1,Denis Gordo,Overall Wingfoil,Adult,62
2,Andrew Collenette,Overall Wingfoil,Adult,55
3,Richard Hobson,Overall Wingfoil,Adult,92
4,Jon Nichols,Overall Wingfoil,Adult,44
5,Rod Dickinson,Overall Wingfoil,Adult,31
6,Nick Barrett,Overall Wingfoil,Adult,38
7,Jez Milne,Overall Wingfoil,Adult,28
8,Kate Rogers,Overall Wingfoil,Adult,41
