Name,Sail Number,Time,Wind Start,Wind Finish,Speed (kts)
Danny Norris + Will Oscroft,5,13:13:50,18,6,9.91
Danny Norris + Will Oscroft,5,13:37:26,10,8,13.6
Danny Norris + Will Oscroft,5,13:48:06,10,10,18.34
Tristan Drane,7,12:11:26,0,9,23.52
Tristan Drane,7,12:15:59,17,11,23.28
Tristan Drane,7,12:19:16,0,10,8.03
Tristan Drane,7,12:33:10,16,16,23.35
Tristan Drane,7,12:49:54,14,13,24.41
Tristan Drane,7,12:55:23,14,11,19.67
Tristan Drane,7,13:01:32,14,11,21.98
Tristan Drane,7,13:12:38,12,7,11.11
Les Paley,8,13:31:30,12,8,9.51
Mike Pearce,9,11:53:05,0,75,21.43
Mike Pearce,9,11:59:55,0,10,21.92
Mike Pearce,9,12:10:15,0,11,19.85
Mike Pearce,9,12:17:47,0,10,4.48
Mike Pearce,9,12:33:53,21,18,22.16
Mike Pearce,9,12:41:11,19,14,22.78
Mike Pearce,9,15:28:19,16,12,18.48
Mike Pearce,9,15:42:18,11,7,7.13
Mike Pearce,9,16:24:33,14,10,22.8
Mike Pearce,9,16:33:05,18,11,20.99
Ian Hill,14,11:55:35,19,8,19.41
Ian Hill,14,12:04:07,0,75,22.21
Ian Hill,14,14:29:42,14,8,17.41
Ian Hill,14,14:43:22,11,10,20.04
Ian Hill,14,14:48:32,12,8,21.99
Ian Hill,14,16:05:26,13,9,17.34
Ian Hill,14,16:21:40,14,11,21.76
Ian Hill,14,16:26:54,17,10,21.94
Ian Hill,14,16:38:54,13,11,20.51
Ian Hill,14,16:44:24,18,11,24.04
Stephen Corps,15,12:01:58,0,11,18.64
Stephen Corps,15,12:31:02,18,13,21.85
Stephen Corps,15,12:44:40,14,10,23.61
James Paine,17,12:53:25,10,18,22.86
James Paine,17,13:01:25,0,10,20.53
James Paine,17,13:09:30,15,9,20.67
James Paine,17,13:25:32,12,7,21.14
James Paine,17,13:33:00,9,9,22.03
James Paine,17,13:38:23,14,10,21.48
James Paine,17,13:43:52,13,8,23.09
James Paine,17,15:22:11,17,7,18.48
James Paine,17,15:30:18,10,7,16.64
James Paine,17,15:39:26,14,7,20.51
James Paine,17,15:57:54,16,6,19.91
James Paine,17,16:03:03,13,12,21.51
James Paine,17,16:19:31,12,13,22.49
James Paine,17,16:24:01,15,9,23.4
James Paine,17,16:30:57,16,12,21.5
James Paine,17,16:38:20,17,12,22.55
Alan Blundell,18,13:00:06,14,11,10.71
,19,12:45:46,20,9,23.77
,19,13:05:23,13,7,19.15
David Garrel,22,11:50:40,0,12,26.86
David Garrel,22,11:55:15,15,17,27.68
David Garrel,22,11:59:21,0,75,25.55
David Garrel,22,12:07:02,0,9,25.1
David Garrel,22,12:16:22,0,8,26.59
David Garrel,22,12:31:17,0,15,2.46
David Garrel,22,12:34:50,13,14,28.59
David Garrel,22,12:38:45,13,11,27.65
David Garrel,22,12:43:46,14,9,22.97
David Garrel,22,12:47:08,17,12,27.86
David Garrel,22,12:50:38,16,12,27.25
David Garrel,22,12:55:43,17,14,26.08
David Garrel,22,13:00:47,17,10,25.57
David Garrel,22,13:08:53,12,9,16.75
David Garrel,22,15:22:39,15,9,21.53
David Garrel,22,15:27:55,13,12,21.71
David Garrel,22,15:36:55,18,5,23.26
David Garrel,22,15:57:28,11,10,25.19
David Garrel,22,16:02:46,15,8,25.61
David Garrel,22,16:15:04,16,14,23.56
David Garrel,22,16:19:07,11,11,24.89
David Garrel,22,16:22:50,14,9,24.85
David Garrel,22,16:27:05,16,12,25.57
David Garrel,22,16:33:49,18,15,25.43
David Garrel,22,16:37:25,16,11,25.57
David Garrel,22,16:41:11,11,8,25.75
David Garrel,22,16:44:57,16,11,27.46
Barry Mason,23,11:55:56,11,10,21.51
Barry Mason,23,13:09:19,15,9,20.14
Barry Mason,23,13:23:48,10,11,19.88
Barry Mason,23,14:55:59,15,8,17.39
Barry Mason,23,15:01:51,13,8,20.41
Barry Mason,23,15:21:37,15,8,19.35
Barry Mason,23,15:52:57,13,16,13.84
Barry Mason,23,16:00:00,11,7,17.39
Brian Leake,26,11:51:34,0,14,19.83
Brian Leake,26,11:57:09,0,12,19.55
Brian Leake,26,12:03:54,0,9,19.94
Trevor Watford,27,12:10:28,0,10,18.54
Trevor Watford,27,12:17:26,0,10,21.5
Trevor Watford,27,12:57:38,14,10,20.85
Trevor Watford,27,13:21:46,20,10,20.38
Trevor Watford,27,13:32:20,13,8,16.23
Trevor Watford,27,13:38:17,13,11,18.29
Trevor Watford,27,13:49:58,11,7,10.35
Tony Attfield,46,12:32:42,0,11,22.56
Tony Attfield,46,12:51:27,13,9,23.12
Tony Attfield,46,12:57:21,13,6,23.11
Tony Attfield,46,13:04:10,14,9,20.35
Clive Ellis,51,14:28:30,11,8,16.26
Clive Ellis,51,14:53:46,12,6,17.67
Clive Ellis,51,15:10:53,9,9,8.47
Clive Ellis,51,16:06:13,19,8,18.93
Dan Ellis,52,12:16:20,14,14,27.15
Dan Ellis,52,12:32:20,0,11,2.33
Dan Ellis,52,12:40:13,16,11,27.61
Dan Ellis,52,12:48:16,17,13,25.47
Dan Ellis,52,12:52:10,16,6,25.34
Dan Ellis,52,12:57:34,12,10,26.94
Dan Ellis,52,13:13:57,12,8,19.57
Dan Ellis,52,13:23:16,14,9,24.93
Dan Ellis,52,14:57:46,11,11,22.42
Dan Ellis,52,15:04:24,12,6,22.2
Dan Ellis,52,15:12:01,13,9,19.21
Dan Ellis,52,15:22:15,15,9,22.8
Dan Ellis,52,15:27:45,14,9,20.88
Dan Ellis,52,15:37:03,17,7,22.07
Dan Ellis,52,16:20:07,17,10,24.35
Dan Ellis,52,16:35:56,15,10,25.61
Dan Ellis,52,16:45:41,18,12,28.27
Richard Holgate,53,11:56:33,0,11,22.62
Richard Holgate,53,13:28:01,21,13,20.69
Richard Holgate,53,14:19:58,14,12,19.25
Richard Holgate,53,14:24:36,12,9,19.58
Richard Holgate,53,15:31:30,11,10,17.19
Richard Holgate,53,15:45:09,13,11,20.55
Richard Holgate,53,16:16:44,16,9,16.45
Nick Scott,55,11:56:37,0,0,25.13
Nick Scott,55,13:17:14,0,7,0.4
Nick Scott,55,13:44:53,14,8,22.53
Nick Scott,55,15:40:13,15,11,15.47
Nick Scott,55,15:53:01,11,17,21.23
Nick Scott,55,16:07:58,13,11,20.9
Nick Scott,55,16:13:53,15,9,23.64
Nick Scott,55,16:19:45,12,12,23.17
Nick Scott,55,16:25:17,16,11,22.42
Nick Scott,55,16:32:31,16,11,22.44
Nick Scott,55,16:37:14,17,12,20.48
Nick Scott,55,16:42:20,13,10,23.52
Keith Atkinson,56,11:58:02,0,11,25.31
Keith Atkinson,56,12:10:42,0,13,24.11
Keith Atkinson,56,12:31:50,18,10,24.15
Keith Atkinson,56,12:37:28,19,10,25.61
Keith Atkinson,56,12:51:50,16,6,25.33
Dave White,63,12:42:32,14,9,25.44
Dave White,63,12:49:25,16,13,24.13
Dave White,63,14:45:23,15,8,18.74
Allan Cross,68,13:32:02,13,8,21.36
Allan Cross,68,13:42:38,14,13,21.6
Gareth Baker,69,12:01:17,0,15,23.8
Gareth Baker,69,12:08:31,0,14,20.52
Gareth Baker,69,13:31:09,12,10,21.6
Gareth Baker,69,13:42:55,13,10,22.27
Gareth Baker,69,14:36:26,14,5,19.51
Gareth Baker,69,14:42:37,14,15,19.78
Gareth Baker,69,14:51:36,12,6,20.32
Gareth Baker,69,15:02:59,15,9,19.93
Gareth Baker,69,15:21:00,16,8,19.76
Gareth Baker,69,15:38:42,15,8,21.38
Gareth Baker,69,15:44:33,16,8,21.73
Gareth Baker,69,15:49:46,11,10,19.85
Gareth Baker,69,15:54:26,14,8,19.97
Gareth Baker,69,16:03:11,14,15,22.86
Gareth Baker,69,16:13:13,14,9,22.37
Gareth Baker,69,16:18:21,14,10,21.09
Gareth Baker,69,16:23:35,15,10,21.56
Gareth Baker,69,16:39:02,15,17,22.09
Dion Hunt,71,12:53:07,14,14,23.55
Dion Hunt,71,13:13:02,14,7,4.13
Anton Poll,72,12:36:29,11,13,20.33
Anton Poll,72,13:48:33,11,16,17.19
Pete Davis,73,12:00:58,0,13,23.14
Pete Davis,73,12:07:18,0,75,22.24
Pete Davis,73,12:13:32,0,9,20.32
Pete Davis,73,12:34:26,12,11,22.45
Pete Davis,73,12:39:36,14,11,23.76
Pete Davis,73,14:44:10,13,8,8.77
Pete Davis,73,14:56:50,13,10,19.27
Pete Davis,73,15:04:40,14,10,20.6
Robin Penna,75,12:35:10,17,20,21.85
Robin Penna,75,12:40:46,20,10,25.3
Robin Penna,75,13:24:19,0,8,0.46
Robin Penna,75,13:30:26,16,9,20.83
Robin Penna,75,13:35:56,16,13,22.7
Robin Penna,75,15:16:08,16,10,14.61
Robin Penna,75,15:29:56,14,7,17.93
Robin Penna,75,15:51:37,16,16,1.43
Robin Penna,75,15:56:16,19,7,22.97
Robin Penna,75,16:01:39,15,14,21.16
Robin Penna,75,16:42:02,10,16,23.98
